YEAR,WEEK,RK,TEAM,RECORD,PTS,PREV,TRENDING,GAMES
2016,12,6,Villanova,17-3,"1,261",4,2,  @ St John's W 68-53
2016,12,7,Xavier,17-2,"1,186",5,2,"  @ Providence W 75-68,  @ DePaul W 86-65"
2016,12,8,Maryland,17-3,"1,111",7,1,"  vs Iowa W 74-68,  @ OSU W 66-61"
2016,12,9,West Virginia,16-3,"1,105",6,3,"  vs Kansas State W 70-55,  @ Florida L 88-71"
2016,12,10,Providence,17-3,"1,005",16,6,"  vs Xavier L 75-68,  @ Georgetown W 73-69"
2016,12,11,Virginia,15-4,903,13,2,"  @ Wake Forest W 72-71,  @ Louisville W 63-47"
2016,12,12,Michigan State,17-4,869,11,1,"  @ Northwestern W 76-45,  vs Rutgers W 96-62"
2016,12,13,SMU,18-1,838,8,5,  vs Memphis W 80-68
2016,12,14,Iowa State,15-4,792,19,5,"  vs Kansas W 85-72,  @ Texas A&M; L 72-62"
2016,12,15,Miami (FL),15-3,753,15,--,"  vs Duke W 80-69,  @ NC State L 85-69"
2016,12,16,Louisville,16-3,719,17,1,"  @ Virginia Tech W 91-83,  vs UVA L 63-47"
2016,12,17,Baylor,15-4,594,13,4,"  @ Oklahoma State W 69-65,  vs Georgia W 83-73"
2016,12,18,Arizona,16-4,502,12,6,"  vs Oregon L 83-75,  vs Oregon State W 80-63"
2016,12,19,Indiana,17-3,466,25,6,"  @ Wisconsin L 82-79,  vs Minnesota W 74-68"
2016,12,20,Kentucky,15-4,403,23,3,"  vs Missouri W 88-54,  @ Kansas L 90-84"
2016,12,21,Purdue,17-4,328,22,1,"  @ Minnesota W 68-64,  vs Nebraska W 89-74"
2016,12,22,Wichita St,14-5,151,NR,4,"  vs Loyola (CHI) W 80-54,  @ Evansville W 78-65"
2016,12,23,Oregon,16-4,149,NR,3,"  @ Arizona W 83-75,  @ Arizona State W 91-74"
2016,12,24,Duke,15-5,145,20,4,  @ Miami L 80-69
2016,12,25,Notre Dame,14-5,136,NR,1,"  @ Syracuse L 81-66,  vs Wake Forest W 85-62"
2016,13,1,Oklahoma (45),18-2,"1,605",1,--,"  vs TCU W 95-72,  @ Kansas State L 80-69"
2016,13,2,North Carolina (20),19-2,"1,578",2,--,"  @ Louisville L 71-65,  @ Notre Dame L 80-76"
2016,13,3,Villanova,18-3,"1,384",6,3,"  vs Creighton W 83-58,  @ Providence W 72-60"
2016,13,4,Maryland,19-3,"1,366",8,4,"  @ Nebraska W 70-65,  vs Purdue W 72-61"
2016,13,5,Iowa,17-4,"1,362",3,2,"  vs Penn State W 73-49,  @ Illinois W 77-65"
2016,13,6,Xavier,19-2,"1,344",7,1,"  vs St John's W 90-83,  vs Marquette W 90-82"
2016,13,7,Kansas,17-4,"1,233",4,3,"  vs Kansas State W 77-59,  @ TCU W 75-56"
2016,13,8,Texas A&M;,18-3,"1,169",5,3,"  @ Vanderbilt L 77-60,  vs South Carolina L 81-78"
2016,13,9,Virginia,17-4,"1,086",11,2,"  vs Boston College W 61-47,  @ Pitt W 64-50"
2016,13,10,Michigan State,19-4,"1,018",12,2,  @ Michigan W 89-73
2016,13,11,Providence,18-4,900,10,1,"  @ DePaul L 77-70,  vs Villanova L 72-60"
2016,13,12,SMU,19-1,853,13,1,"  @ Houston L 71-68,  @ USF W 92-58"
2016,13,13,Iowa State,16-5,851,14,1,"  vs West Virginia L 81-76,  @ Oklahoma State W 64-59"
2016,13,14,West Virginia,17-4,814,9,5,"  @ Iowa State W 81-76,  vs Baylor W 80-69"
2016,13,15,Baylor,17-4,728,17,2,"  vs Texas L 67-59,  @ West Virginia L 80-69"
2016,13,16,Oregon,18-4,551,23,7,"  vs Colorado W 76-56,  vs Utah W 76-66"
2016,13,17,Miami (FL),16-4,537,15,2,"  vs Notre Dame W 79-70,  @ Georgia Tech W 75-68"
2016,13,18,Purdue,19-4,511,21,3,  @ Maryland L 72-61
2016,13,19,Louisville,17-4,478,16,3,"  vs UNC W 71-65,  vs Boston College W 79-47"
2016,13,20,Kentucky,16-5,429,20,--,"  @ Tennessee L 84-77,  vs Florida W 80-61"
2016,13,21,Wichita St,16-5,323,22,1,"  vs S Illinois W 76-55,  @ Illinois State L 58-53"
2016,13,22,Indiana,18-4,270,19,3,"  @ Michigan W 80-67,  @ Penn State L 68-63"
2016,13,23,Arizona,17-5,245,18,5,"  @ Washington St W 79-64,  @ Washington W 77-72"
2016,13,24,Dayton,18-3,168,NR,2,  @ George Mason W 98-64
2016,13,25,South Carolina,19-2,87,NR,1,"  @ Georgia L 69-56,  @ Texas A&M; W 81-78"
2016,14,1,Villanova (32),20-3,"1,566",3,2,"  @ DePaul W 86-59,  vs St John's W 73-63"
2016,14,2,Maryland (13),21-3,"1,499",4,2,"  vs BowieSt W 93-62,  vs Wisconsin L 70-57"
2016,14,3,Oklahoma (7),19-3,"1,472",1,2,"  vs Texas W 63-60,  vs Kansas L 76-72"
2016,14,4,Iowa (11),19-4,"1,471",5,1,"  @ Indiana L 85-78,  vs Minnesota W 75-71"
2016,14,5,Xavier,21-2,"1,382",6,1,"  @ Creighton L 70-56,  @ Butler W 74-57"
2016,14,6,Kansas (1),19-4,"1,311",7,1,"  vs West Virginia W 75-65,  @ Oklahoma W 76-72"
2016,14,7,Virginia (1),19-4,"1,223",9,2,"  vs Virginia Tech W 67-49,  @ Duke L 63-62"
2016,14,8,Michigan State,20-4,"1,144",10,2,"  @ Purdue L 82-81,  vs Indiana W 88-69"
2016,14,9,North Carolina,19-4,"1,136",2,7,"  @ Boston College W 68-65,  vs Pitt W 85-64"
2016,14,10,West Virginia,19-4,"1,082",14,4,"  @ Kansas L 75-65,  vs TCU W 73-42"
2016,14,11,Oregon,20-4,905,16,5,"  @ Cal L 83-63,  @ Stanford L 76-72"
2016,14,12,Miami (FL),18-4,826,17,5,"  vs Pitt W 65-63,  @ FSU W 67-65"
2016,14,13,Louisville,19-4,819,19,6,"  @ Duke L 72-65,  @ Notre Dame L 71-66"
2016,14,14,Iowa State,17-6,781,13,1,"  @ Texas Tech L 85-82,  vs Texas W 85-75"
2016,14,15,Texas A&M;,18-5,663,8,7,"  @ Alabama L 63-62,  @ LSU L 76-71"
2016,14,16,SMU,20-2,593,12,4,"  vs Tulsa L 82-77,  vs Gonzaga W 69-60"
2016,14,17,Arizona,19-5,497,23,6,"  vs UCLA W 81-75,  vs USC W 86-78"
2016,14,18,Purdue,19-5,456,18,--,"  vs Michigan State W 82-81,  @ Michigan L 61-56"
2016,14,19,Dayton,19-3,413,24,5,"  vs Duquesne W 76-74,  @ URI W 68-66"
2016,14,20,Providence,18-6,349,11,9,"  @ Marquette L 96-91,  vs Georgetown W 75-72"
2016,14,21,Baylor,17-6,333,15,6,"  @ Kansas State W 82-72,  vs Texas Tech L 84-66"
2016,14,22,Kentucky,17-6,228,20,2,"  vs Georgia W 82-48,  @ South Carolina W 89-62"
2016,14,23,USC,18-5,225,NR,3,"  @ Arizona State L 74-67,  @ Arizona L 86-78"
2016,14,24,Texas,16-7,199,NR,2,"  @ Oklahoma L 63-60,  @ Iowa State L 85-75"
2016,14,25,Wichita St,17-6,132,21,4,"  @ Drake W 74-48,  vs Northern Iowa L 53-50"
2016,15,1,Villanova (44),22-3,"1,601",1,--,"  @ Temple W 83-67,  vs Butler W 77-67"
2016,15,2,Kansas (21),21-4,"1,578",6,4,"  vs Oklahoma State W 94-67,  @ Kansas State W 72-63"
2016,15,3,Oklahoma,20-4,"1,471",3,--,"  @ Texas Tech L 65-63,  @ West Virginia W 76-62"
2016,15,4,Iowa,20-5,"1,349",4,--,  @ Penn State L 79-75
2016,15,5,North Carolina,21-4,"1,343",9,4,"  vs Duke L 74-73,  vs Miami W 96-71"
2016,15,6,Maryland,22-4,"1,248",2,4,"  @ Minnesota L 68-63,  vs Michigan W 86-82"
2016,15,7,Virginia,20-5,"1,188",7,--,  vs NC State W 73-53
2016,15,8,Michigan State,21-5,"1,174",8,--,  vs Wisconsin W 69-57
2016,15,9,Xavier,22-3,"1,174",5,3,"  vs Providence W 85-74,  @ Georgetown W 88-70"
2016,15,10,West Virginia,20-5,"1,094",10,--,"  @ Texas L 85-78,  vs Oklahoma L 76-62"
2016,15,11,Miami,20-4,"1,036",12,1,"  vs Virginia Tech W 65-49,  @ UNC L 96-71"
2016,15,12,Arizona,21-5,823,17,5,  vs Arizona State W 99-61
2016,15,13,Iowa State,18-7,742,14,1,"  @ Baylor L 100-91,  vs TCU W 92-83"
2016,15,14,Kentucky,19-6,692,22,8,"  vs Tennessee W 80-70,  @ Texas A&M; L 79-77"
2016,15,15,Dayton,21-3,681,19,4,"  @ Saint Joe's L 79-70,  vs St Bonaventure L 79-72"
2016,15,16,Oregon,20-6,529,11,5,  vs Oregon State W 91-81
2016,15,17,Purdue,20-6,497,18,1,"  vs Northwestern W 71-61,  @ Indiana L 77-73"
2016,15,18,Louisville,19-6,494,13,5,"  vs Syracuse W 72-58,  vs Duke W 71-64"
2016,15,19,Notre Dame,18-7,489,NR,7,  @ Georgia Tech L 63-62
2016,15,20,Duke,19-6,462,NR,6,"  @ UNC W 74-73,  @ Louisville L 71-64"
2016,15,21,SMU,21-3,441,16,5,"  @ UConn L 68-62,  vs ECU W 74-63"
2016,15,22,Indiana,20-6,232,NR,4,"  vs Nebraska W 80-64,  vs Purdue W 77-73"
2016,15,23,Providence,19-7,125,20,3,  @ Xavier L 85-74
2016,15,24,Texas,16-9,123,24,--,"  vs West Virginia W 85-78,  vs Baylor L 78-64"
2016,15,25,Baylor,18-7,97,21,4,"  vs Iowa State W 100-91,  @ Texas W 78-64"
2016,16,1,Villanova (45),24-3,"1,604",1,--,"  @ Xavier L 90-83,  @ Marquette W 89-79"
2016,16,2,Kansas (20),23-4,"1,580",2,--,"  @ Baylor W 66-60,  vs Texas Tech W 67-58"
2016,16,3,Oklahoma,21-5,"1,393",3,--,"  vs Oklahoma State W 71-49,  @ Texas L 76-63"
2016,16,4,Virginia,21-5,"1,393",7,4,"  @ Miami L 64-61,  vs UNC W 79-74"
2016,16,5,Xavier,24-3,"1,368",8,3,"  vs Villanova W 90-83,  @ Seton Hall L 90-81"
2016,16,6,Michigan State,22-5,"1,346",8,2,"  @ OSU W 81-62,  vs Penn State W 88-57"
2016,16,7,North Carolina,22-5,"1,241",5,2,"  @ NC State W 80-68,  @ UVA L 79-74"
2016,16,8,Iowa,20-6,"1,144",4,4,"  vs Wisconsin L 67-59,  @ OSU L 68-64"
2016,16,9,Arizona,22-5,"1,028",12,3,"  @ Colorado L 75-72,  @ Utah L 70-64"
2016,16,10,Maryland,23-5,976,6,4,  @ Purdue L 83-79
2016,16,11,Louisville,21-6,902,18,7,"  @ Pitt W 67-60,  @ Miami L 73-65"
2016,16,12,Miami (FL),21-5,851,11,1,"  vs UVA W 64-61,  vs Louisville W 73-65"
2016,16,13,Oregon,21-6,842,16,3,"  vs Washington St W 76-62,  vs Washington W 86-73"
2016,16,14,West Virginia,20-7,772,10,4,"  vs Iowa State W 97-87,  @ Oklahoma State W 70-56"
2016,16,15,Duke,20-7,674,20,5,"  vs FSU W 80-65,  @ Pitt L 76-62"
2016,16,16,Kentucky,20-7,627,14,2,"  vs Alabama W 78-53,  @ Vanderbilt L 74-62"
2016,16,17,Iowa State,19-8,616,13,4,"  @ West Virginia L 97-87,  vs Kansas State W 80-61"
2016,16,18,Indiana,22-6,571,22,4,  @ Illinois W 74-47
2016,16,19,Baylor,20-7,521,25,6,"  vs Kansas L 66-60,  @ TCU W 86-71"
2016,16,20,Purdue,21-7,357,17,3,  vs Maryland W 83-79
2016,16,21,Texas A&M;,20-7,283,NR,5,"  vs Miss St W 68-66,  @ Missouri W 84-69"
2016,16,22,Utah,21-7,253,NR,4,"  vs Arizona State W 81-46,  vs Arizona W 70-64"
2016,16,23,Notre Dame,18-8,185,19,4,"  @ Wake Forest W 69-58,  @ FSU L 77-56"
2016,16,24,SMU,22-4,154,21,3,"  @ Memphis W 69-62,  vs Tulane W 74-53"
2016,16,25,Texas,17-10,104,24,1,"  @ Kansas State W 71-70,  vs Oklahoma W 76-63"
2016,17,1,Kansas (63),25-4,"1,623",2,1,"  @ Texas W 86-56, vs. Iowa State Mar 5"
2016,17,2,Michigan State (2),24-5,"1,510",6,4,"  @ Rutgers W 97-66, vs. Ohio State Mar 5"
2016,17,3,Villanova,25-4,"1,479",1,2,"  vs DePaul W 83-62, vs. Georgetown Mar 5"
2016,17,4,Virginia,22-6,"1,405",3,1,"  @ Clemson W 64-57, vs. Louisville Mar 5"
2016,17,5,Xavier,25-4,"1,356",5,--, vs. Creighton Mar 5
2016,17,6,Oklahoma,22-6,"1,297",3,3,"  vs Baylor W 73-71, @ TCU Mar 5"
2016,17,7,Miami (FL),23-5,"1,211",12,5,"  @ Notre Dame W 68-50, @ Virginia Tech Mar 5"
2016,17,8,North Carolina,23-6,"1,205",7,1,"  vs Syracuse W 75-70, @ Duke Mar 5"
2016,17,9,Oregon,23-6,"1,065",13,4,"  @ UCLA W 76-68, @ USC Mar 5"
2016,17,10,West Virginia,22-7,"1,056",14,4,"  vs Texas Tech W 90-68, @ Baylor Mar 5"
2016,17,11,Louisville,22-7,822,11,--,"  vs Georgia Tech W 56-53, @ Virginia Mar 5"
2016,17,12,Indiana,23-6,819,18,6,"  @ Iowa W 81-78, vs. Maryland Mar 6"
2016,17,13,Utah,23-7,751,22,9, vs. Colorado Mar 5
2016,17,14,Maryland,23-6,733,10,4," vs. Illinois Mar 3, @ Indiana Mar 6"
2016,17,15,Purdue,22-7,613,20,5,"  @ Nebraska W 81-62, vs. Wisconsin Mar 6"
2016,17,16,Iowa,20-8,572,8,8,"  vs Indiana L 81-78, @ Michigan Mar 5"
2016,17,17,Duke,21-8,495,15,2,"  vs Wake Forest W 79-71, vs. North Carolina Mar 5"
2016,17,18,Arizona,22-7,450,9,9," vs. California Mar 3, vs. Stanford Mar 5"
2016,17,19,Baylor,21-8,447,19,--,"  @ Oklahoma L 73-71, vs. West Virginia Mar 5"
2016,17,20,Texas A&M;,22-7,419,21,1,"  @ Auburn W 81-63, vs. Vanderbilt Mar 5"
2016,17,21,Iowa State,20-9,413,17,4,"  vs Oklahoma State W 58-50, @ Kansas Mar 5"
2016,17,22,Kentucky,21-8,405,16,6,"  @ Florida W 88-79, vs. LSU Mar 5"
2016,17,23,Texas,19-10,338,25,2,"  vs Kansas L 86-56, @ Oklahoma State Mar 4"
2016,17,24,SMU,24-4,196,24,--," vs. Connecticut Mar 3, @ Cincinnati Mar 6"
2016,17,25,California,21-8,178,NR,1," @ Arizona Mar 3, @ Arizona State Mar 5"
2015,1,1,Kentucky (52),29-11,"1,604",NR,25,"  vs Grand Canyon W 85-45,  vs Buffalo W 71-52"
2015,1,2,Arizona (5),33-5,"1,518",4,2,"  vs Mt St Mary's W 78-55,  vs CS Northridge W 86-68"
2015,1,3,Wisconsin (8),30-8,"1,483",12,9,"  vs N Kentucky W 62-31,  vs Chattanooga W 89-45"
2015,1,4,Duke,26-9,"1,415",8,4,"  vs Presbyterian W 113-44,  vs Fairfield W 109-59"
2015,1,5,Kansas,25-10,"1,346",10,5,  vs UCSB W 69-59
2015,1,6,North Carolina,24-10,"1,274",19,13,"  vs NC Central W 76-60,  vs Robert Morris W 103-59"
2015,1,7,Florida,36-3,"1,153",1,6,  vs William & Mary W 68-45
2015,1,8,Louisville,31-6,"1,114",5,3,  vs Minnesota W 81-68
2015,1,9,Virginia,30-7,"1,090",3,6,"  @ JMU W 79-51,  vs Norfolk State W 67-39"
2015,1,10,Texas,24-11,"1,061",NR,16,"  vs North Dakota St W 85-50,  vs Alcorn State W 85-53"
2015,1,11,Wichita St,35-1,"1,027",2,9,  vs New Mexico St W 71-54
2015,1,12,Villanova,29-5,885,6,6,  vs Lehigh W 77-66
2015,1,13,Gonzaga,29-7,840,NR,13,  vs Sacramento St W 104-58
2015,1,14,Iowa State,28-8,781,9,5,  vs Oakland W 93-82
2015,1,15,VCU,26-9,574,24,9,  vs Tennessee W 85-69
2015,1,16,San Diego State,31-5,560,13,3,  vs CS Northridge W 79-58
2015,1,17,Connecticut,32-8,552,18,1,  vs Bryant W 66-53
2015,1,18,Michigan State,29-9,521,11,7,  @ Navy W 64-59
2015,1,19,Oklahoma,23-10,426,21,2,  vs SE Louisiana W 78-53
2015,1,20,Ohio State,25-10,340,22,2,  vs UMass Lowell W 92-55
2015,1,21,Nebraska,19-13,309,NR,5,  vs N Kentucky W 80-61
2015,1,22,SMU,27-10,285,NR,4,  vs Lamar W 93-54
2015,1,23,Syracuse,28-6,178,14,9,"  vs Kennesaw St W 89-42,  vs Hampton W 65-47"
2015,1,24,Michigan,28-9,167,7,17,  vs Hillsdale W 92-68
2015,1,25,Harvard,27-5,98,NR,1,"  vs MIT W 73-52,  @ Holy Cross L 58-57"
2015,1,26,Utah,21-12,98,NR,1,  vs Ball State W 90-72
2015,2,1,Kentucky (49),2-0,"1,574",1,--,"  vs Kansas W 72-40,  vs Boston U W 89-65,  vs Montana State W 86-28"
2015,2,2,Arizona (4),2-0,"1,491",2,--,  vs UC Irvine W 71-54
2015,2,3,Wisconsin (7),2-0,"1,475",3,--,"  vs Green Bay W 84-60,  vs Boise State W 78-54"
2015,2,4,Duke (4),2-0,"1,422",4,--,"  vs Michigan State W 81-71,  vs Temple W 74-54,  vs Stanford W 70-59"
2015,2,5,Kansas,1-0,"1,306",5,--,  @ Kentucky L 72-40
2015,2,6,North Carolina,2-0,"1,254",6,--,  @ Davidson W 90-72
2015,2,7,Louisville,1-0,"1,130",8,1,"  vs Jacksonville St W 88-39,  vs Marshall W 85-67"
2015,2,8,Florida,1-0,"1,127",7,1,"  vs Miami L 69-67,  vs UL Monroe W 61-56"
2015,2,9,Virginia,2-0,"1,065",9,--,"  vs S Carolina St W 75-55,  vs G Washington W 59-42"
2015,2,10,Texas,2-0,"1,061",10,--,"  @ Iowa W 71-57,  @ Cal W 71-55"
2015,2,11,Wichita St,1-0,"1,002",11,--,"  @ Memphis W 71-56,  vs Newman W 105-57"
2015,2,12,Villanova,1-0,858,12,--,"  vs MD-E Shore W 81-44,  vs Bucknell W 72-65"
2015,2,13,Gonzaga,1-0,841,13,--,"  vs SMU W 72-56,  vs Saint Joe's W 94-42,  vs St. Thomas Aquinas W 109-55"
2015,2,14,Iowa State,1-0,746,14,--,  vs Georgia State W 81-58
2015,2,15,VCU,1-0,654,15,--,"  vs Toledo W 87-78,  vs MD-E Shore W 106-66"
2015,2,16,San Diego State,1-0,564,16,--,"  vs Utah W 53-49,  vs CSU Bakersfield W 51-27"
2015,2,17,Connecticut,1-0,525,17,--,"  vs Charleston W 65-57,  vs Dayton W 75-64,  @ West Virginia L 78-68"
2015,2,18,Oklahoma,1-0,466,19,1,"  @ Creighton L 65-63,  vs Northwestern St W 90-68"
2015,2,19,Michigan State,1-0,443,18,1,"  @ Duke L 81-71,  vs Loyola (CHI) W 87-52"
2015,2,20,Ohio State,1-0,361,20,--,"  vs Marquette W 74-63,  vs Sacred Heart W 106-48"
2015,2,21,Nebraska,1-0,298,21,--,"  vs Cent Arkansas W 82-56,  @ URI L 66-62"
2015,2,22,SMU,1-0,290,22,--,"  @ Gonzaga L 72-56,  @ Indiana L 74-68,  vs E Washington W 77-68"
2015,2,23,Syracuse,2-0,190,23,--,"  @ Cal L 73-59,  @ Iowa W 66-63"
2015,2,24,Michigan,1-0,177,24,--,"  vs Bucknell W 77-53,  vs Detroit W 71-62"
2015,2,25,Utah,1-0,118,25,--,"  @ San Diego State L 53-49,  vs UC Riverside W 88-42"
2015,3,1,Kentucky (62),5-0,"1,622",1,--,"  vs UT-Arlington W 92-44,  vs Providence W 58-38"
2015,3,2,Wisconsin (3),4-0,"1,494",3,1,"  vs UAB W 72-43,  vs Georgetown W 68-65,  vs Oklahoma W 69-56"
2015,3,3,Arizona,3-0,"1,491",2,1,"  vs Missouri W 72-53,  vs Kansas State W 72-68,  @ San Diego State W 61-59"
2015,3,4,Duke,5-0,"1,474",4,--,"  vs Furman W 93-54,  vs Army W 93-73"
2015,3,5,North Carolina,3-0,"1,314",6,1,"  @ Butler L 74-66,  @ UCLA W 78-56,  @ Florida W 75-64"
2015,3,6,Louisville,3-0,"1,219",7,1,"  vs Savannah State W 87-26,  vs Cleveland State W 45-33"
2015,3,7,Texas,4-0,"1,187",10,3,"  vs St Francis (PA) W 78-46,  @ UConn W 55-54"
2015,3,8,Virginia,4-0,"1,165",9,1,"  vs Tennessee St W 79-36,  vs La Salle W 64-56,  @ Rutgers W 45-26"
2015,3,9,Wichita St,3-0,"1,120",11,2,  vs Tulsa W 75-55
2015,3,10,Gonzaga,4-0,"1,077",13,3,"  vs Georgia W 88-76,  vs St John's W 73-66"
2015,3,11,Kansas,1-1,981,5,6,"  vs Rider W 87-60,  @ URI W 76-60,  vs Tennessee W 82-67,  @ Michigan State W 61-56"
2015,3,12,Villanova,3-0,917,12,--,"  @ VCU W 77-53,  @ Michigan W 60-55,  vs Delaware W 78-47"
2015,3,13,Iowa State,2-0,828,14,1,"  vs Alabama W 84-74,  vs Maryland L 72-63"
2015,3,14,VCU,3-0,760,15,1,"  vs Villanova L 77-53,  @ Oregon W 77-63,  @ Old Dominion L 73-67"
2015,3,15,San Diego State,3-0,736,16,1,"  vs BYU W 92-87,  vs Pitt W 74-57,  vs Arizona L 61-59"
2015,3,16,Ohio State,3-0,557,20,4,"  vs Campbell W 91-64,  vs JMU W 73-56"
2015,3,17,Miami,5-0,521,NR,9,"  @ Charlotte W 77-74,  vs South Alabama W 87-75"
2015,3,18,Florida,2-1,473,8,10,"  vs Georgetown L 66-65,  @ UAB W 56-47,  vs UNC L 75-64"
2015,3,19,Michigan,3-0,401,24,5,"  @ Oregon W 70-63,  vs Villanova L 60-55,  vs Nicholls State W 91-62"
2015,3,20,Michigan State,2-1,399,19,1,"  vs Santa Clara W 79-52,  @ Rider W 77-45,  @ Marquette W 79-68,  vs Kansas L 61-56"
2015,3,21,West Virginia,5-0,344,NR,5,"  vs VMI W 103-72,  vs Charleston W 86-57"
2015,3,22,UCLA,4-0,173,NR,4,"  vs Oklahoma L 75-65,  vs UNC L 78-56,  @ UAB W 88-76"
2015,3,23,Creighton,4-0,148,NR,3,"  vs E Illinois W 75-53,  vs Ole Miss L 75-68,  vs Mid Tennessee W 57-47"
2015,3,24,Connecticut,3-1,144,17,7,  vs Texas L 55-54
2015,3,25,Arkansas,3-0,131,NR,1,"  @ SMU W 78-72,  vs North Texas W 89-73,  vs Iona W 94-77"
2015,4,1,Kentucky (62),7-0,"1,622",1,--,"  vs Texas W 63-51,  vs E Kentucky W 82-49"
2015,4,2,Wisconsin (3),7-0,"1,511",2,--,"  vs Duke L 80-70,  @ Marquette W 49-38"
2015,4,3,Arizona,6-0,"1,488",3,--,"  vs Gardner-Webb W 91-65,  vs Gonzaga W 66-63"
2015,4,4,Duke,7-0,"1,475",4,--,  @ Wisconsin W 80-70
2015,4,5,Louisville,5-0,"1,260",6,1,"  vs OSU W 64-55,  vs FIU W 82-57"
2015,4,6,Texas,6-0,"1,254",7,1,"  vs UT-Arlington W 63-53,  @ Kentucky L 63-51"
2015,4,7,Virginia,7-0,"1,196",8,1,"  @ Maryland W 76-65,  @ VCU W 74-57"
2015,4,8,Wichita St,4-0,"1,165",9,1,"  @ Utah L 69-68,  vs Saint Louis W 81-52"
2015,4,9,Gonzaga,6-0,"1,133",10,1,"  vs SE Louisiana W 76-57,  @ Arizona L 66-63"
2015,4,10,Villanova,6-0,"1,075",12,2,"  @ La Salle W 84-70,  vs Saint Joe's W 74-46"
2015,4,11,Kansas,5-1,"1,063",11,--,  vs Florida W 71-65
2015,4,12,North Carolina,5-1,864,5,7,"  vs Iowa L 60-55,  vs ECU W 108-64"
2015,4,13,San Diego State,5-1,784,15,2,"  vs San Diego W 57-48,  @ Washington L 49-36"
2015,4,14,Ohio State,5-0,759,16,2,"  @ Louisville L 64-55,  vs Colgate W 70-50"
2015,4,15,Miami,7-0,697,17,2,"  vs Illinois W 70-61,  vs Green Bay L 68-55"
2015,4,16,West Virginia,7-0,601,21,5,"  vs LSU L 74-73,  @ N Kentucky W 67-42"
2015,4,17,Michigan,5-1,454,19,2,"  vs Syracuse W 68-65,  vs NJIT L 72-70"
2015,4,18,Arkansas,6-0,438,25,7,"  @ Iowa State L 95-77,  @ Clemson L 68-65"
2015,4,19,Michigan State,5-2,423,20,1,"  @ Notre Dame L 79-78,  vs AR-Pine Bluff W 85-52"
2015,4,20,Iowa State,3-1,330,13,7,"  vs Lamar W 96-59,  vs Arkansas W 95-77"
2015,4,21,Maryland,7-0,306,NR,5,"  vs UVA L 76-65,  vs Winthrop W 82-62"
2015,4,22,Oklahoma,4-2,254,NR,4,  vs Missouri W 82-63
2015,4,23,Butler,5-1,222,NR,3,"  @ Indiana State W 77-54,  vs Northwestern W 65-56"
2015,4,24,Illinois,6-0,104,NR,2,"  @ Miami L 70-61,  vs American U W 70-55"
2015,4,25,Utah,5-1,88,NR,1,  vs Wichita State W 69-68
2015,5,1,Kentucky (64),9-0,"1,600",1,--,"  vs Columbia W 56-46,  vs UNC W 84-70"
2015,5,2,Duke,8-0,"1,518",4,2, No games scheduled.
2015,5,3,Arizona,8-0,"1,486",3,--,"  vs Utah Valley W 87-56,  vs Michigan W 80-53"
2015,5,4,Louisville,7-0,"1,319",5,1,"  vs Indiana W 94-74,  vs UNC Wilmington W 68-57"
2015,5,5,Wisconsin,8-1,"1,316",2,3,"  @ Milwaukee W 93-54,  vs Nicholls State W 86-43"
2015,5,6,Virginia,9-0,"1,285",7,1, No games scheduled.
2015,5,7,Villanova,8-0,"1,173",10,3,"  @ Illinois W 73-59,  vs Temple W 85-62"
2015,5,8,Texas,7-1,"1,155",6,2,  vs Texas State W 59-27
2015,5,9,Gonzaga,7-1,"1,145",9,--,"  vs Washington St W 81-66,  @ UCLA W 87-74"
2015,5,10,Kansas,6-1,"1,083",11,1,"  @ Georgetown W 75-70,  vs Utah W 63-60"
2015,5,11,Wichita St,5-1,929,8,3,"  vs Seton Hall W 77-68,  @ Detroit W 77-68"
2015,5,12,Ohio State,6-1,808,14,2,"  vs High Point W 97-43,  vs Morehead State W 87-71"
2015,5,13,Utah,6-1,717,25,12,"  @ BYU W 65-61,  @ Kansas L 63-60"
2015,5,14,Iowa State,5-1,668,20,6,"  vs UMKC W 73-56,  @ Iowa W 90-75,  vs Southern W 88-78"
2015,5,15,Butler,7-1,593,23,8,"  vs Kennesaw St W 93-51,  @ Tennessee L 67-55"
2015,5,16,Oklahoma,5-2,557,22,6,  @ Tulsa W 87-68
2015,5,17,Washington,7-0,428,NR,9,  vs E Washington W 81-77
2015,5,18,San Diego State,6-2,390,13,5,  vs LBSU W 60-59
2015,5,19,Maryland,8-1,370,21,2,"  vs NC Central W 67-56,  vs USC Upstate W 67-57"
2015,5,20,Miami,8-1,359,15,5,  vs Savannah State W 70-39
2015,5,21,North Carolina,6-2,350,12,9,  @ Kentucky L 84-70
2015,5,22,West Virginia,8-1,313,16,6,  vs Marshall W 69-66
2015,5,23,Northern Iowa,8-0,232,NR,3,"  @ Denver W 65-55,  @ VCU L 93-87"
2015,5,24,St John's,6-1,211,NR,2,"  vs Fair Dickinson W 74-52,  vs Fordham W 74-53"
2015,5,25,Notre Dame,8-1,200,NR,1,"  vs Mt St Mary's W 93-67,  vs FSU W 83-63"
2015,6,1,Kentucky (65),11-0,"1,625",1,--,  vs UCLA W 83-44
2015,6,2,Duke,8-0,"1,545",2,--,"  vs Elon W 75-62,  vs UConn W 66-56"
2015,6,3,Arizona,10-0,"1,505",3,--,"  vs Oakland W 101-64,  @ UTEP W 60-55"
2015,6,4,Louisville,9-0,"1,349",4,--,  @ W Kentucky W 76-67
