,Date,Number,Winner,Type,Loser
355,Jun 27th 2015,1,Ryback (c),def. (pin),Mark Henry
356,Jun 27th 2015,2,Neville,def. (pin),Kofi Kingston
357,Jun 27th 2015,3,Curtis Axel & Damien Sandow,def. (pin),Heath Slater & Luke Harper
358,Jun 27th 2015,4,Chris Jericho & Dolph Ziggler,def. (pin),King Barrett & Sheamus
359,Jun 27th 2015,5,John Cena,def. (DQ),Kevin Owens
360,Jun 27th 2015,6,Nikki Bella (c),def. (pin),"Naomi, Paige"
361,Jun 27th 2015,7,Roman Reigns,def. (pin),Bray Wyatt
362,Jun 27th 2015,8,Seth Rollins (c),def.,Dean Ambrose
363,Jun 23rd 2015,1,Jack Swagger,def. (sub),King Barrett
364,Jun 23rd 2015,2,Sheamus,def. (pin),Dolph Ziggler
365,Jun 23rd 2015,3,Alicia Fox,def. (pin),Naomi
366,Jun 23rd 2015,4,Ryback,def. (DQ),Kane
367,Jun 23rd 2015,5,Darren Young & Kalisto & Sin Cara & Titus O'Neil,def. (pin),Big E & Bo Dallas & Kofi Kingston & Xavier Woods
368,Jun 23rd 2015,6,Seth Rollins,def. (pin),Dean Ambrose
369,Jun 23rd 2015,1,Fandango,def. (pin),Brad Maddox
370,Jun 23rd 2015,2,Neville,def. (pin),Heath Slater
371,Jun 23rd 2015,3,Konnor & Viktor,def. (pin),Curtis Axel & Damien Sandow
372,Jun 23rd 2015,4,R-Truth,def. (pin),Adam Rose
373,Jun 23rd 2015,5,Luke Harper,def. (pin),Cesaro
374,Jun 22nd 2015,1,Kane,def. (pin),Dean Ambrose
375,Jun 22nd 2015,2,Darren Young & Titus O'Neil,def. (pin),Konnor & Viktor
376,Jun 22nd 2015,3,Roman Reigns,draw (NC),Sheamus
377,Jun 22nd 2015,4,Neville,def. (pin),Kofi Kingston
378,Jun 22nd 2015,5,King Barrett,def. (pin),Zack Ryder
379,Jun 22nd 2015,6,Brie Bella & Nikki Bella,def. (pin),Naomi & Tamina
380,Jun 22nd 2015,7,Ryback,def. (pin),Mark Henry
381,Jun 22nd 2015,8,Dolph Ziggler,def. (pin),Adam Rose
382,Jun 22nd 2015,9,Dean Ambrose & John Cena & Roman Reigns,def. (pin),Kane & Kevin Owens & Seth Rollins
383,Jun 22nd 2015,1,Kalisto & Sin Cara,def. (pin),Bo Dallas & Heath Slater
384,Jun 22nd 2015,2,Cesaro,def. (sub),Luke Harper
385,Jun 21st 2015,1,John Cena (c),def. (pin),Kane
386,Jun 21st 2015,2,Curtis Axel & Damien Sandow,def. (pin),Heath Slater & The Miz
387,Jun 21st 2015,3,Neville,def. (pin),Bo Dallas
388,Jun 21st 2015,4,Cesaro,def. (sub),Kofi Kingston
389,Jun 21st 2015,5,Alicia Fox & Emma,def. (pin),Cameron & Summer Rae
390,Jun 21st 2015,6,Darren Young (c) & Titus O'Neil (c),def. (pin),Big E & Xavier Woods
391,Jun 21st 2015,7,Dolph Ziggler,def.,King Barrett
392,Jun 21st 2015,1,Sheamus,def. (pin),Dean Ambrose
393,Jun 21st 2015,2,Paige,def.,Naomi
394,Jun 21st 2015,3,Jimmy Uso,def. (pin),Luke Harper
395,Jun 21st 2015,4,Fandango & Kalisto & Sin Cara,def. (pin),Adam Rose & Konnor & Viktor
396,Jun 21st 2015,5,Ryback (c),def. (pin),Bray Wyatt
397,Jun 21st 2015,6,Jack Swagger,def. (sub),Brad Maddox
398,Jun 21st 2015,7,Seth Rollins (c),def. (TKO),Roman Reigns
399,Jun 20th 2015,1,Ryback,def. (pin),Bray Wyatt
400,Jun 20th 2015,2,Kalisto & Sin Cara,def. (pin),Konnor & Viktor
401,Jun 20th 2015,3,Fandango,def. (pin),Adam Rose
402,Jun 20th 2015,4,Jimmy Uso,def. (pin),Adam Rose
403,Jun 20th 2015,5,Paige,def.,Naomi
404,Jun 20th 2015,6,Sheamus,def. (pin),Dean Ambrose
405,Jun 20th 2015,7,Jack Swagger,def. (sub),Brad Maddox
406,Jun 20th 2015,8,Chris Jericho,def. (pin),Luke Harper
407,Jun 20th 2015,9,Seth Rollins (c),def. (TKO),Roman Reigns
408,Jun 20th 2015,1,Neville,def. (pin),Bo Dallas
409,Jun 20th 2015,2,Curtis Axel & Damien Sandow,def. (pin),Heath Slater & The Miz
410,Jun 20th 2015,3,Dolph Ziggler,def. (pin),King Barrett
411,Jun 20th 2015,4,Alicia Fox & Emma,def. (pin),Cameron & Summer Rae
412,Jun 20th 2015,5,Cesaro,def. (sub),Erick Rowan
413,Jun 20th 2015,6,Darren Young (c) & Titus O'Neil (c),def. (pin),Big E & Xavier Woods
414,Jun 20th 2015,7,John Cena (c),def.,Kane
415,Jun 19th 2015,1,Neville,def. (pin),Bo Dallas
416,Jun 19th 2015,2,Curtis Axel & Damien Sandow,def. (pin),Heath Slater & The Miz
417,Jun 19th 2015,3,Alicia Fox & Emma,def. (pin),Cameron & Summer Rae
418,Jun 19th 2015,4,Dolph Ziggler,def. (pin),King Barrett
419,Jun 19th 2015,5,Cesaro,def. (sub),Erick Rowan
420,Jun 19th 2015,6,Darren Young (c) & Titus O'Neil (c),def. (pin),Big E & Kofi Kingston
421,Jun 19th 2015,7,John Cena (c),def.,Kane
422,Jun 16th 2015,1,Kane & Sheamus,def. (DQ),Dean Ambrose
423,Jun 16th 2015,2,Brie Bella,def. (pin),Paige
424,Jun 16th 2015,3,Dolph Ziggler,def. (pin),Bo Dallas
425,Jun 16th 2015,4,Neville,def. (pin),Xavier Woods
426,Jun 16th 2015,5,Kevin Owens,def. (pin),Cesaro
427,Jun 16th 2015,6,Kane & Sheamus,def. (pin),Dean Ambrose & Roman Reigns
428,Jun 16th 2015,7,Dean Ambrose & Roman Reigns,def. (pin),Bray Wyatt & Seth Rollins
429,Jun 16th 2015,1,Zack Ryder,def. (pin),Brad Maddox
430,Jun 16th 2015,2,Darren Young & Titus O'Neil,def. (pin),Konnor & Viktor
431,Jun 16th 2015,3,King Barrett,def. (pin),Heath Slater
432,Jun 16th 2015,4,Naomi,def. (sub),Summer Rae
433,Jun 16th 2015,5,Ryback,def. (pin),Adam Rose
434,Jun 16th 2015,6,Erick Rowan & Luke Harper,def. (pin),Kalisto & Sin Cara
435,Jun 15th 2015,1,Dean Ambrose,def. (pin),Sheamus
436,Jun 15th 2015,2,R-Truth,def. (pin),King Barrett
437,Jun 15th 2015,3,Kevin Owens,def. (pin),Dolph Ziggler
438,Jun 15th 2015,4,Kane,def. (pin),Randy Orton
439,Jun 15th 2015,5,The Miz,def. (CO),The Big Show
440,Jun 15th 2015,6,Brie Bella & Nikki Bella,def. (pin),Paige
441,Jun 15th 2015,7,Darren Young & Neville & Titus O'Neil,def. (pin),Big E & Kofi Kingston & Xavier Woods
442,Jun 15th 2015,8,Dean Ambrose & Randy Orton & Roman Reigns & Ryback,def. (pin),Bray Wyatt & Seth Rollins & Sheamus & The Big Show
443,Jun 15th 2015,1,Cesaro,def. (sub),Bo Dallas
444,Jun 15th 2015,2,Erick Rowan & Luke Harper,def. (pin),"Konnor & Viktor, Diego & Fernando"
445,Jun 14th 2015,1,R-Truth,def. (pin),King Barrett
446,Jun 14th 2015,2,Sheamus,def.,"Dolph Ziggler, Kane, Kofi Kingston, Neville, Randy Orton, Roman Reigns"
447,Jun 14th 2015,3,Nikki Bella (c),def. (pin),Paige
448,Jun 14th 2015,4,The Big Show,def. (DQ),Ryback (c)
449,Jun 14th 2015,5,John Cena,def. (pin),Kevin Owens
450,Jun 14th 2015,6,Darren Young & Titus O'Neil,def. (pin),Big E (c) & Xavier Woods (c)
451,Jun 14th 2015,7,Seth Rollins (c),def.,Dean Ambrose
452,Jun 13th 2015,1,Neville,def. (pin),Kofi Kingston
453,Jun 13th 2015,2,Kalisto & Sin Cara,def. (pin),Diego & Fernando
454,Jun 13th 2015,3,Layla & Natalya,def. (sub),Alicia Fox & Summer Rae
455,Jun 13th 2015,4,Roman Reigns,def.,The Big Show
456,Jun 13th 2015,5,Fandango,def. (pin),Heath Slater
457,Jun 13th 2015,6,R-Truth,def. (pin),Heath Slater
458,Jun 13th 2015,7,Sheamus,def. (pin),Dolph Ziggler
459,Jun 13th 2015,8,Randy Orton,def. (pin),Seth Rollins
460,Jun 13th 2015,1,Ryback (c),def. (pin),Bray Wyatt
461,Jun 13th 2015,2,Jimmy Uso,def. (pin),Bo Dallas
462,Jun 13th 2015,3,Jack Swagger,def. (sub),Bo Dallas
463,Jun 13th 2015,4,Brie Bella & Nikki Bella,def. (pin),Naomi & Tamina Snuka
464,Jun 13th 2015,5,Chris Jericho,def. (pin),Luke Harper
465,Jun 13th 2015,6,Big E & Xavier Woods (c),def. (pin),"Adam Rose & The Miz, Curtis Axel & Damien Sandow, Konnor & Viktor"
466,Jun 13th 2015,7,Cesaro,def. (sub),Erick Rowan
467,Jun 13th 2015,8,John Cena (c),def.,Kane
468,Jun 12th 2015,1,Ryback (c),def. (pin),Bray Wyatt
469,Jun 12th 2015,2,Jimmy Uso,def. (pin),Bo Dallas
470,Jun 12th 2015,3,Jack Swagger,def. (sub),Bo Dallas
471,Jun 12th 2015,4,Cesaro,def. (sub),Erick Rowan
472,Jun 12th 2015,5,Chris Jericho,def. (pin),Luke Harper
473,Jun 12th 2015,6,Brie Bella & Nikki Bella,def. (pin),Naomi & Tamina Snuka
474,Jun 12th 2015,7,Big E (c) & Xavier Woods (c),def. (pin),"Curtis Axel & Damien Sandow, Adam Rose & The Miz, Konnor & Viktor"
475,Jun 12th 2015,8,John Cena (c),def.,Kane
476,Jun 9th 2015,1,Kalisto & Sin Cara,def. (pin),Konnor & Viktor
477,Jun 9th 2015,2,Ryback,def. (pin),The Miz
478,Jun 9th 2015,3,King Barrett,def. (pin),Jack Swagger
479,Jun 9th 2015,4,Seth Rollins,def. (pin),Dolph Ziggler
480,Jun 9th 2015,5,Paige,def. (sub),Alicia Fox
481,Jun 9th 2015,6,Neville & Randy Orton & Roman Reigns,def. (DQ),Kane & Kofi Kingston & Sheamus
482,Jun 9th 2015,1,Darren Young & Titus O'Neil,def. (pin),Big E & Xavier Woods
483,Jun 9th 2015,2,Adam Rose,def. (pin),Zack Ryder
484,Jun 9th 2015,3,Naomi & Tamina Snuka,def. (pin),Emma & Layla
485,Jun 9th 2015,4,Stardust,def. (pin),Fandango
486,Jun 9th 2015,5,Kevin Owens (c),def. (pin),Heath Slater
487,Jun 8th 2015,1,Kevin Owens (c),def. (pin),Neville
488,Jun 8th 2015,2,Nikki Bella,def. (pin),Summer Rae
489,Jun 8th 2015,3,Sheamus,draw (NC),Randy Orton
490,Jun 8th 2015,4,Kane,def. (pin),Dolph Ziggler
491,Jun 8th 2015,5,Erick Rowan & Luke Harper,def. (pin),Diego & Fernando
492,Jun 8th 2015,6,Big E,def. (pin),Titus O'Neil
493,Jun 8th 2015,7,Roman Reigns,def. (pin),Kofi Kingston
494,Jun 8th 2015,8,Jamie Noble & Joey Mercury,def. (pin),Seth Rollins
495,Jun 8th 2015,9,John Cena,def. (pin),Bray Wyatt
496,Jun 8th 2015,1,Paige,def. (pin),Layla
497,Jun 8th 2015,2,Kalisto & Sin Cara,def. (pin),Konnor & Viktor
498,Jun 7th 2015,1,Sheamus,def. (pin),Dolph Ziggler
499,Jun 7th 2015,2,Neville,def. (pin),Heath Slater
500,Jun 7th 2015,3,R-Truth,def. (pin),Stardust
501,Jun 7th 2015,4,Dean Ambrose,def. (pin),Kane
502,Jun 7th 2015,5,Summer Rae,def. (pin),Emma
503,Jun 7th 2015,6,Alicia Fox,def. (pin),Emma
504,Jun 7th 2015,7,Summer Rae,def. (pin),Emma
505,Jun 7th 2015,8,Alicia Fox,def. (pin),Emma
506,Jun 7th 2015,9,Kalisto & Sin Cara,def. (pin),"Diego & Fernando, Erick Rowan & Luke Harper"
507,Jun 7th 2015,10,Roman Reigns,def. (pin),The Big Show
508,Jun 7th 2015,1,Ryback (c),def. (pin),Bray Wyatt
509,Jun 7th 2015,2,Fandango,def. (pin),Adam Rose
510,Jun 7th 2015,3,Jack Swagger,def. (sub),The Miz
511,Jun 7th 2015,4,Damien Sandow,def. (sub),The Miz
512,Jun 7th 2015,5,Nikki Bella (c),def. (pin),"Naomi, Paige"
513,Jun 7th 2015,6,John Cena (c),def. (pin),King Barrett
514,Jun 7th 2015,7,Kofi Kingston (c) & Xavier Woods (c),def. (pin),"Konnor & Viktor, Darren Young & Titus O'Neil"
515,Jun 7th 2015,8,Jimmy Uso,def. (pin),Bo Dallas
516,Jun 7th 2015,9,Randy Orton,def. (pin),Seth Rollins
517,Jun 6th 2015,1,Neville,def. (pin),Heath Slater
518,Jun 6th 2015,2,R-Truth,def. (pin),Stardust
519,Jun 6th 2015,3,Kalisto & Sin Cara,def. (pin),"Diego & Fernando, Erick Rowan & Luke Harper"
520,Jun 6th 2015,4,Dean Ambrose,def. (pin),Kane
521,Jun 6th 2015,5,Summer Rae,def. (pin),Emma
522,Jun 6th 2015,6,Alicia Fox,def. (pin),Emma
523,Jun 6th 2015,7,Sheamus,def. (pin),Dolph Ziggler
524,Jun 6th 2015,8,Roman Reigns,def. (pin),The Big Show
525,Jun 6th 2015,1,Jimmy Uso,def. (pin),Bo Dallas
526,Jun 6th 2015,2,Fandango,def. (pin),Adam Rose
527,Jun 6th 2015,3,Jack Swagger,def. (sub),The Miz
528,Jun 6th 2015,4,Nikki Bella (c),def. (pin),"Paige, Naomi"
529,Jun 6th 2015,5,John Cena (c),def. (pin),King Barrett
530,Jun 6th 2015,6,Kofi Kingston (c) & Xavier Woods (c),def. (pin),"Konnor & Viktor, Darren Young & Titus O'Neil"
531,Jun 6th 2015,7,Ryback (c),def. (pin),Bray Wyatt
532,Jun 6th 2015,8,Randy Orton,def. (pin),Seth Rollins
533,Jun 5th 2015,1,Jimmy Uso,def. (pin),Bo Dallas
534,Jun 5th 2015,2,Fandango,def. (pin),Adam Rose
535,Jun 5th 2015,3,Jack Swagger,def. (sub),The Miz
536,Jun 5th 2015,4,Damien Sandow,def. (sub),The Miz
537,Jun 5th 2015,5,Nikki Bella (c),def. (pin),"Naomi, Paige"
538,Jun 5th 2015,6,John Cena (c),def. (pin),King Barrett
539,Jun 5th 2015,7,Big E (c) & Kofi Kingston (c),def. (pin),"Darren Young & Titus O'Neil, Konnor & Viktor"
540,Jun 5th 2015,8,Ryback (c),def. (pin),Bray Wyatt
541,Jun 5th 2015,9,Randy Orton,def.,Seth Rollins
542,Jun 2nd 2015,1,Darren Young & Titus O'Neil,def. (pin),"Kalisto & Sin Cara, Konnor & Viktor"
543,Jun 2nd 2015,2,Ryback,def. (pin),Stardust
544,Jun 2nd 2015,3,Kevin Owens (c),def. (pin),Zack Ryder
545,Jun 2nd 2015,4,Neville,def. (pin),Kofi Kingston
546,Jun 2nd 2015,5,Roman Reigns,def. (DQ),Sheamus
547,Jun 2nd 2015,1,Erick Rowan & Luke Harper,def. (pin),Diego & Fernando
548,Jun 2nd 2015,1,Braun Stowman,def. (pin),Unknown Male Wrestler
549,Jun 2nd 2015,2,Dolph Ziggler,def. (pin),Adam Rose
550,Jun 2nd 2015,3,Paige,def. (sub),Alicia Fox
551,Jun 2nd 2015,4,King Barrett,def. (pin),Jack Swagger
552,Jun 1st 2015,1,Roman Reigns,def. (pin),King Barrett
553,Jun 1st 2015,2,Ryback (c),draw (NC),The Miz
554,Jun 1st 2015,3,Dolph Ziggler,def. (pin),Kofi Kingston
555,Jun 1st 2015,4,Darren Young & Dolph Ziggler & Titus O'Neil,def. (pin),Big E & Kofi Kingston & Xavier Woods
556,Jun 1st 2015,5,Roman Reigns,def. (CO),Mark Henry
557,Jun 1st 2015,6,Nikki Bella (c),def. (pin),Paige
558,Jun 1st 2015,7,Randy Orton,def. (DQ),Sheamus
559,Jun 1st 2015,8,Neville,def. (pin),Bo Dallas
560,Jun 1st 2015,9,Roman Reigns,def. (pin),Bray Wyatt
561,Jun 1st 2015,10,John Cena,def. (DQ),Seth Rollins
562,Jun 1st 2015,1,Samoa Joe,def. (pin),Tyson Kidd
563,Jun 1st 2015,2,Kalisto & Sin Cara,def. (pin),Konnor & Viktor
564,May 31st 2015,1,Stardust,def. (pin),Zack Ryder
565,May 31st 2015,2,Big E (c) & Kofi Kingston (c) & Xavier Woods (c),def. (pin),"Cesaro & Tyson Kidd, Darren Young & Titus O'Neil, Diego & Fernando, Kalisto & Sin Cara, Konnor & Viktor"
566,May 31st 2015,3,Nikki Bella (c) & Nikki Bella (c),def. (pin),"Naomi, Naomi, Paige, Paige"
567,May 31st 2015,4,Kevin Owens,def. (pin),John Cena
568,May 31st 2015,5,Neville,def. (pin),Bo Dallas
569,May 31st 2015,6,Ryback,def. (pin),"Dolph Ziggler, King Barrett, Mark Henry, R-Truth, Sheamus"
570,May 31st 2015,7,Dean Ambrose,def. (DQ),Seth Rollins (c)
571,May 30th 2015,1,Ryback,def. (pin),Bray Wyatt
572,May 30th 2015,2,R-Truth,def. (pin),Stardust
573,May 30th 2015,3,Jimmy Uso,def. (pin),Stardust
574,May 30th 2015,4,Kalisto & Sin Cara,def. (pin),Diego & Fernando
575,May 30th 2015,5,Roman Reigns,def. (pin),The Big Show
576,May 30th 2015,6,Emma & Natalya,def. (sub),Alicia Fox & Cameron
577,May 30th 2015,7,Sheamus,def. (pin),Jack Swagger
578,May 30th 2015,8,Dean Ambrose,def. (DQ),Seth Rollins (c)
579,May 30th 2015,1,Neville,def. (pin),King Barrett
580,May 30th 2015,2,Damien Sandow,def. (DQ),Tyler Breeze
581,May 30th 2015,3,Heath Slater,draw (NC),Curtis Axel
582,May 30th 2015,4,Curtis Axel & Damien Sandow,def. (pin),Heath Slater & Tyler Breeze
583,May 30th 2015,5,Big E (c) & Xavier Woods (c),def. (pin),"Cesaro & Tyson Kidd, Erick Rowan & Luke Harper"
584,May 30th 2015,6,Paige,def. (pin),Naomi
585,May 30th 2015,7,Zack Ryder,def. (pin),Bo Dallas
586,May 30th 2015,8,John Cena (c),def.,Kane
587,May 29th 2015,1,Neville,def. (pin),King Barrett
588,May 29th 2015,2,Damien Sandow,def. (DQ),Tyler Breeze
589,May 29th 2015,3,Curtis Axel & Damien Sandow,def. (pin),Heath Slater & Tyler Breeze
590,May 29th 2015,4,Big E (c) & Kofi Kingston (c),def. (pin),"Erick Rowan & Luke Harper, Cesaro & Tyson Kidd"
591,May 29th 2015,5,Paige,def. (sub),Naomi
592,May 29th 2015,6,Zack Ryder,def. (pin),Bo Dallas
593,May 29th 2015,7,John Cena (c),def.,Kane
594,May 26th 2015,1,Charlotte,def. (sub),Alicia Fox
595,May 26th 2015,2,Kalisto & Sin Cara,def. (pin),Cesaro & Tyson Kidd
596,May 26th 2015,3,R-Truth,def. (pin),Bad News Barrett
597,May 26th 2015,4,Ryback,def. (DQ),Rusev
598,May 26th 2015,5,Paige,def. (pin),Naomi
599,May 26th 2015,6,Dean Ambrose & Roman Reigns,def. (DQ),Kane & Seth Rollins
600,May 26th 2015,7,Roman Reigns,def. (DQ),Seth Rollins (c)
601,May 26th 2015,1,Kevin Owens,def. (pin),R-Truth
602,May 26th 2015,2,Darren Young & Titus O'Neil,def. (pin),Konnor & Viktor
603,May 26th 2015,3,Zack Ryder,def. (pin),Heath Slater
604,May 26th 2015,4,Nikki Bella,def. (pin),Summer Rae
605,May 26th 2015,5,Neville,def. (pin),Adam Rose
606,May 25th 2015,1,Dean Ambrose & Roman Reigns,def. (pin),Kane & Seth Rollins
607,May 25th 2015,2,Rusev,def. (sub),R-Truth
608,May 25th 2015,3,Ryback,def. (pin),Bad News Barrett
609,May 25th 2015,4,Neville,def. (pin),Stardust
610,May 25th 2015,5,Sheamus,def. (pin),Dolph Ziggler
611,May 25th 2015,6,John Cena (c),def. (pin),Zack Ryder
612,May 25th 2015,7,Tamina Snuka,def. (pin),Paige
613,May 25th 2015,8,Big E & Kofi Kingston & Xavier Woods,def. (DQ),Cesaro & Darren Young & Diego & Fernando & Kalisto & Konnor & Sin Cara & Titus O'Neil & Tyson Kidd & Viktor
614,May 25th 2015,9,Randy Orton,def. (pin),Bray Wyatt
615,May 25th 2015,1,Heath Slater,def. (pin),Adam Rose
616,May 25th 2015,2,Erick Rowan & Luke Harper,def. (pin),Curtis Axel & Damien Sandow
617,May 24th 2015,1,Neville,def. (pin),Bad News Barrett
618,May 24th 2015,2,Luke Harper,def. (pin),Zack Ryder
619,May 24th 2015,3,Darren Young & Titus O'Neil,def. (pin),Bo Dallas & Heath Slater
620,May 24th 2015,4,Curtis Axel & Damien Sandow,def. (pin),Bo Dallas & Heath Slater
621,May 24th 2015,5,Dean Ambrose,def. (pin),Kane
622,May 24th 2015,6,Nikki Bella (c),def. (pin),Tamina Snuka
623,May 24th 2015,7,Big E (c) & Kofi Kingston (c),def. (pin),Cesaro & Tyson Kidd
624,May 24th 2015,8,John Cena (c),def.,Rusev
625,May 24th 2015,1,Sheamus,def. (pin),Dolph Ziggler
626,May 24th 2015,2,Jimmy Uso,def. (pin),Brad Maddox
627,May 24th 2015,3,R-Truth,def. (pin),Stardust
628,May 24th 2015,4,Kalisto & Sin Cara,def. (pin),Diego & Fernando
629,May 24th 2015,5,Ryback,def. (pin),Bray Wyatt
630,May 24th 2015,6,Roman Reigns,def. (pin),The Big Show
631,May 24th 2015,7,Charlotte & Emma,def. (pin),Alicia Fox & Layla
632,May 24th 2015,8,Randy Orton,def. (DQ),Seth Rollins (c)
633,May 23rd 2015,1,Neville,def. (pin),Bad News Barrett
634,May 23rd 2015,2,Erick Rowan,def. (pin),Zack Ryder
635,May 23rd 2015,3,Darren Young & Titus O'Neil,def. (pin),Bo Dallas & Heath Slater
636,May 23rd 2015,4,Curtis Axel & Damien Sandow,def. (pin),Bo Dallas & Heath Slater
637,May 23rd 2015,5,Dean Ambrose,def. (pin),Kane
638,May 23rd 2015,6,Nikki Bella (c),def. (pin),Tamina Snuka
639,May 23rd 2015,7,Kofi Kingston (c) & Xavier Woods (c),def. (pin),Cesaro & Tyson Kidd
640,May 23rd 2015,8,John Cena (c),def.,Rusev
641,May 23rd 2015,1,Dolph Ziggler,def. (pin),Sheamus
642,May 23rd 2015,2,Jimmy Uso,def. (pin),Brad Maddox
643,May 23rd 2015,3,R-Truth,def. (pin),Stardust
644,May 23rd 2015,4,Kalisto & Sin Cara,def. (pin),Diego & Fernando
645,May 23rd 2015,5,Ryback,def. (pin),Bray Wyatt
646,May 23rd 2015,6,Roman Reigns,def. (pin),The Big Show
647,May 23rd 2015,7,Charlotte & Emma,def. (pin),Alicia Fox & Layla
648,May 23rd 2015,8,Randy Orton,def. (DQ),Seth Rollins (c)
649,May 22nd 2015,1,Neville,def. (pin),Bad News Barrett
650,May 22nd 2015,2,Luke Harper,def. (pin),Zack Ryder
651,May 22nd 2015,3,Darren Young & Titus O'Neil,def. (pin),Bo Dallas & Heath Slater
652,May 22nd 2015,4,Curtis Axel,def. (pin),Heath Slater
653,May 22nd 2015,5,Dean Ambrose,def. (pin),Kane
654,May 22nd 2015,6,Nikki Bella (c),def. (pin),Tamina Snuka
655,May 22nd 2015,7,Big E (c) & Xavier Woods (c),def. (pin),Cesaro & Tyson Kidd
656,May 22nd 2015,8,John Cena (c),def.,Rusev
657,May 19th 2015,1,Kalisto & Sin Cara,def. (pin),"Cesaro & Tyson Kidd, Konnor & Viktor, Diego & Fernando"
658,May 19th 2015,2,Dolph Ziggler,def. (pin),Bad News Barrett
659,May 19th 2015,3,R-Truth,def. (pin),Stardust
660,May 19th 2015,4,Curtis Axel & Damien Sandow,def. (pin),Adam Rose & Heath Slater
661,May 19th 2015,5,Dean Ambrose,def. (pin),Bray Wyatt
662,May 19th 2015,6,Roman Reigns,def. (DQ),Seth Rollins (c)
663,May 19th 2015,1,Erick Rowan & Luke Harper,def. (pin),Fandango & Zack Ryder
664,May 19th 2015,2,Bo Dallas,def. (pin),Jack Swagger
665,May 19th 2015,3,Alicia Fox,def. (pin),Summer Rae
666,May 19th 2015,4,Big E & Xavier Woods,def. (pin),Darren Young & Titus O'Neil
667,May 18th 2015,1,Sheamus,def. (pin),Ryback
668,May 18th 2015,2,Bad News Barrett,def. (pin),Neville
669,May 18th 2015,3,Bray Wyatt,def. (pin),Dean Ambrose
670,May 18th 2015,4,Big E (c) & Kofi Kingston (c),draw (NC),Cesaro & Tyson Kidd
671,May 18th 2015,5,Kevin Owens,draw (NC),John Cena (c)
672,May 18th 2015,6,Dolph Ziggler,def. (pin),Stardust
673,May 18th 2015,7,Erick Rowan & Luke Harper,def. (pin),Fandango & Zack Ryder
674,May 18th 2015,8,Nikki Bella (c),def. (DQ),Naomi
675,May 18th 2015,9,John Cena & Roman Reigns,def. (pin),Rusev & Seth Rollins
676,May 18th 2015,1,Alicia Fox,def. (pin),Summer Rae
677,May 18th 2015,2,Curtis Axel & Damien Sandow,def. (pin),Adam Rose & Heath Slater
678,May 17th 2015,1,R-Truth,def. (pin),Stardust
679,May 17th 2015,2,Konnor & Viktor,def. (pin),Curtis Axel & Damien Sandow
680,May 17th 2015,3,Sheamus,def. (pin),Dolph Ziggler (c)
681,May 17th 2015,4,Big E (c) & Kofi Kingston (c),def. (pin),Cesaro & Tyson Kidd
682,May 17th 2015,5,Bray Wyatt,def. (pin),Ryback
683,May 17th 2015,6,John Cena (c),def. (sub),Rusev
684,May 17th 2015,7,Naomi & Tamina Snuka,def. (pin),Brie Bella & Nikki Bella
685,May 17th 2015,8,Neville,def. (CO),King Barrett
686,May 17th 2015,9,Seth Rollins (c),def. (pin),"Randy Orton, Dean Ambrose, Roman Reigns"
687,May 16th 2015,1,Neville,def. (pin),King Barrett
688,May 16th 2015,2,Kalisto & Sin Cara,def. (pin),Diego & Fernando
689,May 16th 2015,3,R-Truth,def. (pin),Stardust
690,May 16th 2015,4,Ryback,def. (pin),Bray Wyatt
691,May 16th 2015,5,Emma,def. (pin),Alicia Fox
692,May 16th 2015,6,Natalya,def. (sub),Alicia Fox
693,May 16th 2015,7,Sheamus,def. (pin),Dolph Ziggler
694,May 16th 2015,8,Roman Reigns,def. (pin),Kane
695,May 16th 2015,1,Dean Ambrose,def. (pin),Luke Harper
696,May 16th 2015,2,Darren Young & Titus O'Neil,def. (pin),Konnor & Viktor
697,May 16th 2015,3,Fandango,def. (pin),Adam Rose
698,May 16th 2015,4,Damien Sandow & Zack Ryder,def. (pin),Bo Dallas & Heath Slater
699,May 16th 2015,5,John Cena (c),def.,Rusev
700,May 16th 2015,6,Brie Bella & Nikki Bella,def. (pin),Naomi & Tamina Snuka
701,May 16th 2015,7,Kofi Kingston (c) & Xavier Woods (c),def. (pin),Cesaro & Tyson Kidd
702,May 16th 2015,8,Randy Orton,def. (DQ),Seth Rollins (c)
703,May 15th 2015,1,Big E (c) & Kofi Kingston (c),def. (pin),Cesaro & Tyson Kidd
704,May 15th 2015,2,Fandango,def. (pin),Adam Rose
705,May 15th 2015,3,Darren Young & Titus O'Neil & Zack Ryder,def. (pin),Bo Dallas & Konnor & Viktor
706,May 15th 2015,4,Dean Ambrose,def. (pin),Luke Harper
707,May 15th 2015,5,Damien Sandow,def. (pin),Heath Slater
708,May 15th 2015,6,Brie Bella & Nikki Bella,def. (pin),Naomi & Tamina Snuka
709,May 15th 2015,7,John Cena (c),def.,Rusev
710,May 12th 2015,1,Charlotte,def. (pin),Emma
711,May 12th 2015,2,Dean Ambrose,def. (pin),Sheamus
712,May 12th 2015,3,Seth Rollins,def. (pin),Ryback
713,May 12th 2015,4,Tyson Kidd,def. (sub),Kofi Kingston
714,May 12th 2015,5,Neville,def. (pin),Bo Dallas
715,May 12th 2015,6,Roman Reigns,def. (pin),Kane
716,May 12th 2015,1,Fandango,def. (pin),Tyler Breeze
717,May 12th 2015,2,Naomi & Tamina Snuka,def. (pin),Alicia Fox & Natalya
